Korisnik: anana
RelativnoVreme_ms,IR_Signal
22866,253567
22867,253607
22868,253613
22870,253613
22871,253671
22977,253689
23132,253690
23134,253709
23135,253740
23136,253787
23138,253759
23139,253368
23140,252958
23142,252722
23143,252818
23144,252962
23145,253111
23156,253235
23176,253217
23431,253192
23432,253232
23433,253240
23435,253266
23436,253262
23437,253189
23439,253193
23452,253190
23454,253227
23455,253293
23456,253357
23468,253443
23573,253497
23577,253490
23578,253466
23580,253525
23598,253542
23782,253528
23863,253558
23864,253536
23865,253577
23866,253633
23868,253645
23869,253660
23870,253542
23871,253309
23873,252868
23874,252707
23899,252780
23919,252924
24049,253146
24052,253222
24053,253227
24055,253261
24056,253238
24058,253315
24088,253321
24109,253268
24140,253192
24160,253165
24190,253148
24230,253235
24240,253348
24260,253403
24291,253446
24310,253482
24341,253515
24361,253546
24391,253585
24410,253556
24441,253607
24460,253565
24491,253605
24510,253620
24576,253667
24586,253690
24590,253717
24679,253702
24801,253651
24803,253279
24804,252758
24805,252673
24806,252817
24808,252965
24809,253168
25089,253194
25091,253268
25092,253248
25093,253284
25094,253320
25095,253267
25097,253286
25098,253206
25099,253166
25100,253216
25101,253287
25102,253357
25193,253410
25194,253426
25195,253470
25196,253521
25202,253535
25294,253576
25304,253610
25305,253561
25306,253637
25322,253597
25399,253616
25509,253680
25510,253662
25511,253740
25512,253717
25514,253589
25515,253311
25523,252852
25543,252718
25601,252787
25606,252918
25704,253086
25712,253203
25714,253212
25715,253230
25723,253281
25806,253248
25911,253263
25912,253228
25914,253223
25915,253133
25916,253195
25918,253251
25919,253274
26012,253380
26013,253421
26015,253440
26020,253477
26123,253493
26124,253482
26125,253495
26127,253533
26216,253576
26225,253573
26227,253644
26228,253669
26234,253663
26522,253737
26524,253708
26525,253346
26526,253009
26528,252863
26529,252885
26530,253046
26727,253187
26729,253313
26730,253333
26731,253354
26732,253353
26733,253375
26735,253386
26736,253405
26737,253337
27035,253312
27037,253291
27038,253341
27039,253346
