Korisnik: doroteja
RelativnoVreme_ms,IR_Signal
21206,253339
21208,253429
21210,253418
21212,253342
21214,253059
21216,252560
21223,252288
21299,252211
21400,252237
21403,252321
21504,252232
21506,252100
21508,252025
21510,252101
21512,252142
21514,252223
21515,252227
21517,252292
21523,252298
21606,252267
21618,252377
21620,252435
21622,252556
21708,252669
21712,252799
21714,252865
21717,252922
21811,252955
21820,252996
21821,253103
21822,253140
21918,253149
21924,253126
21926,252913
21928,252443
22015,251957
22020,251963
22022,251977
22023,251959
22119,252032
22123,252032
22125,252088
22128,252109
22221,252160
22226,252271
22228,252367
22230,252349
22323,252297
22426,252397
22429,252481
22431,252542
22433,252583
22435,252705
22437,252797
22439,252807
22527,252891
22631,252930
22633,253054
22636,253136
22638,253217
22732,253210
22734,253247
22736,253141
22738,252575
22740,252204
22742,252102
22744,252093
22750,252162
22836,252240
22845,252258
22848,252260
22853,252281
22867,252345
22938,252313
23041,252372
23044,252262
23166,252250
23169,252325
23171,252332
23174,252499
23176,252689
23178,252972
23180,253011
23181,253073
23183,253076
23246,253093
23254,253168
23256,253221
23278,253249
23288,253242
23347,252950
23351,252269
23367,251933
23470,251808
23472,251818
23474,251942
23477,251938
23553,251971
23559,251942
23561,252022
23562,252083
23655,252099
23665,252108
23666,252086
23667,252075
23679,252173
23758,252192
23766,252365
23768,252472
23879,252558
23881,252659
23883,252774
23885,252802
23887,252935
23963,252937
24065,252925
24067,252781
24167,252156
24169,251814
24171,251637
24173,251634
24175,251697
24178,251714
24179,251690
24181,251622
24182,251671
24269,251809
24278,251884
24280,251889
24283,251854
24291,251856
24372,251863
24497,251922
24499,252075
24500,252131
24503,252242
24505,252307
24507,252355
24509,252387
24611,252508
24613,252539
24615,252624
24617,252664
24622,252437
24776,252046
24783,251581
24785,251508
24787,251564
24789,251604
24791,251635
24793,251599
24829,251572
24843,251560
26216,251593
26219,251676
26221,251622
26222,251563
26224,251542
26226,251566
26228,251671
26229,251691
26231,251840
26233,251927
26234,251979
26235,252051
26236,252084
26237,252082
26238,252140
26240,252187
26241,252238
26242,252267
26243,251923
26244,251521
26246,251114
26247,251050
26248,251044
26249,251058
26250,251084
26252,251070
26253,250907
26254,250929
26255,250991
26261,251034
26263,251109
26264,251061
26266,251070
26267,251035
26268,251099
26269,251142
26270,251254
26272,251305
26273,251459
26274,251490
26276,251487
26277,251527
26278,251568
26279,251636
26280,251660
26282,251755
26283,251752
26284,251790
26286,251490
26287,251066
26288,250885
26289,250580
26291,250660
26292,250617
26293,250607
26295,250562
26317,250497
26418,250505
26420,250576
26423,250614
26425,250717
26426,250734
26428,250722
26430,250753
26521,250826
26524,250903
26526,250931
26534,251008
26659,251206
26830,251210
26832,251252
26834,251271
26836,251337
26837,251365
26839,251395
26841,251468
26932,251596
26934,251599
26936,251613
26937,251447
26940,250870
27035,250572
27037,250479
27039,250515
27041,250601
27044,250615
27046,250560
27048,250534
27066,250663
27075,250708
27137,250716
27140,250777
27149,250767
27239,250798
27363,250802
27365,250848
27367,251004
27370,251131
27373,251298
27375,251328
27377,251335
27378,251432
27471,251387
27473,251439
27475,251492
27479,251577
27553,251614
27579,251706
27581,251781
27587,251785
27600,251263
27648,250893
27659,250632
27670,250663
28058,250785
28060,250876
28062,250923
28064,250898
28066,250978
28067,251089
28070,251170
28071,251185
28073,251117
28074,251142
28075,251186
28076,251234
28077,251376
28079,251508
28080,251597
28081,251679
28161,251802
28263,251760
28265,251786
28267,251826
28365,251926
28367,251945
28369,251946
28371,251970
28468,251562
28470,251214
28472,250855
28474,250720
28488,250791
28490,250827
28491,250792
28492,250765
28498,250815
28514,250873
28570,250949
28576,251016
28651,250943
28688,250849
28689,250820
28696,250807
28698,250899
28707,250916
28765,251009
28767,251143
28788,251240
28877,251277
29000,251329
29002,251385
29004,251405
29007,251417
29009,251463
29011,251430
29013,251131
29015,250763
29082,250504
29185,250395
29187,250399
29192,250426
29194,250378
29196,250344
29198,250353
29221,250328
29234,250422
29287,250453
29594,250457
29596,250430
29598,250415
29600,250415
29601,250477
29603,250586
29605,250662
29606,250782
29608,250862
29610,250936
29717,250927
29719,251001
29721,251047
29723,251048
29725,251177
29727,251290
29730,251298
29732,251257
29805,250897
29807,250612
29808,250220
29810,250154
29902,250177

Status: NORMALNO
Konacan_BPM:69
Konacan_SpO2:99
